 79.1325918733 102.4938703437  SCT  79.5879589755 102.7050527243 Scutum
127.9221478078  77.7097984995 SER1 122.1459348460  79.6232914739 Serpens Caput
 84.2260493120  92.6522679527 SER2  84.2260493120  92.4325058584 Serpens Cauda
204.8649347256  88.9152646160  SEX 204.6482598575  92.6512790414 Sextans
288.1630564466  70.9696604341  TAU 295.3894046789  66.8500787907 Taurus
 82.5765367974 142.0488640973  TEL  74.5064696876 142.0769855710 Telescopium
325.7669030316  59.5951422995  TRI 329.8721501413  62.3255072166 Triangulum
121.0777010443 156.8516634065  TRA 121.0777010443 156.8516634065 Triangulum Australe
 13.9001944781 153.8448358835  TUC   4.0446147215 157.7663513130 Tucana
205.0428499958  32.7934885535  UMA 195.6527371970  42.0548918219 Ursa Major
136.4262262744  13.7752803381  UMI 131.9606179569   9.9060923413 Ursa Minor
215.8795689222 134.6774546280  VEL 225.7579453989 139.1348364326 Vela
162.9140859797  93.4202947173  VIR 163.3597752246  93.1989117533 Virgo
244.2580379259 157.7668685311  VOL 243.6271422588 156.6452025283 Volans
